success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,condition,participant,rt,response,stimulus,nameability,correct_category,correct,file_name
NA,NA,NA,NA,NA,html-keyboard-response,177,2.1.0,491083,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,178,2.1.0,493458,prutwvvcz18,easy2,owl,372,b,stimuli/experiment1a/high_A_000.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,179,2.1.0,493960,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,180,2.1.0,494462,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,181,2.1.0,497769,prutwvvcz18,easy2,owl,1303,a,stimuli/experiment1a/high_B_111.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,182,2.1.0,498272,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,183,2.1.0,498774,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,184,2.1.0,501275,prutwvvcz18,easy2,owl,498,a,stimuli/experiment1a/high_B_110.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,185,2.1.0,501778,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,186,2.1.0,502280,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,187,2.1.0,504889,prutwvvcz18,easy2,owl,606,a,stimuli/experiment1a/high_B_111.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,188,2.1.0,505392,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,189,2.1.0,505893,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,190,2.1.0,509775,prutwvvcz18,easy2,owl,1878,b,stimuli/experiment1a/high_B_101.png,high,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,191,2.1.0,510278,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,192,2.1.0,512368,prutwvvcz18,easy2,owl,86,a,stimuli/experiment1a/high_B_101.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,193,2.1.0,512872,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,194,2.1.0,513374,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,195,2.1.0,516320,prutwvvcz18,easy2,owl,942,b,stimuli/experiment1a/high_A_010.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,196,2.1.0,516824,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,197,2.1.0,517325,prutwvvcz18,easy2,owl,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,categorize-image,198,2.1.0,531096,prutwvvcz18,easy2,owl,11768,b,stimuli/experiment1a/high_A_001.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,image-keyboard-response,199,null,532466,prutwvvcz18,easy2,owl,1369,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,200,2.1.0,532629,prutwvvcz18,easy2,owl,162,q,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,html-keyboard-response,201,2.1.0,535644,prutwvvcz18,easy2,owl,3014,NA,<p><strong>TEST BLOCK 6 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,survey-text,202,2.1.0,546480,prutwvvcz18,easy2,owl,10826,"{""Language"":""no"",""Art_background"":""no"",""Strategy"":""no""}",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
NA,NA,NA,NA,NA,survey-text,203,2.1.0,560665,prutwvvcz18,easy2,owl,14183,"{""Issues"":""no"",""Why_experiment"":"""",""Extra_info"":""""}",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prutwvvcz18_1772140249411.csv
TRUE,FALSE,[],[],[],preload,0,2.1.0,105,prz5p18pff9,easy,pony,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
TRUE,NA,NA,NA,NA,fullscreen,1,2.1.0,33137,prz5p18pff9,easy,pony,32031,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,survey-text,2,2.1.0,37069,prz5p18pff9,easy,pony,3916,"{""participant_id"":""pony""}",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,3,2.1.0,46003,prz5p18pff9,easy,pony,8931,n,"
     <p> Welcome to the experiment! </p>

     <p> In this experiment, you will see a series of images. </p>
     <p> Your task is to categorize each image into one of two categories (A and B) as quickly and accurately as possible. </p>
     <p> You will receive feedback after each response. If you get the category wrong, you will be asked to choose the category again</p>
",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,4,2.1.0,46505,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,5,2.1.0,47007,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,6,2.1.0,53092,prz5p18pff9,easy,pony,4081,a,stimuli/experiment1a/high_A_000.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,7,2.1.0,53596,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,8,2.1.0,54098,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,9,2.1.0,57356,prz5p18pff9,easy,pony,1255,b,stimuli/experiment1a/high_A_010.png,high,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,10,2.1.0,57858,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,11,2.1.0,60523,prz5p18pff9,easy,pony,662,a,stimuli/experiment1a/high_A_010.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,12,2.1.0,61026,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,13,2.1.0,61528,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,14,2.1.0,64374,prz5p18pff9,easy,pony,844,b,stimuli/experiment1a/high_A_001.png,high,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,15,2.1.0,64876,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,16,2.1.0,67461,prz5p18pff9,easy,pony,583,a,stimuli/experiment1a/high_A_001.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,17,2.1.0,67964,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,18,2.1.0,68466,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,19,2.1.0,71062,prz5p18pff9,easy,pony,594,a,stimuli/experiment1a/high_B_101.png,high,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,20,2.1.0,71565,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,21,2.1.0,73946,prz5p18pff9,easy,pony,378,b,stimuli/experiment1a/high_B_101.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,22,2.1.0,74448,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,23,2.1.0,74951,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,24,2.1.0,77650,prz5p18pff9,easy,pony,696,b,stimuli/experiment1a/high_B_111.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,25,2.1.0,78153,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,26,2.1.0,78654,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,27,2.1.0,81109,prz5p18pff9,easy,pony,451,a,stimuli/experiment1a/high_A_000.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,28,2.1.0,81610,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,29,2.1.0,82113,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,30,2.1.0,84693,prz5p18pff9,easy,pony,576,b,stimuli/experiment1a/high_B_111.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,31,2.1.0,85196,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,32,2.1.0,85698,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,33,2.1.0,88059,prz5p18pff9,easy,pony,358,b,stimuli/experiment1a/high_B_110.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,image-keyboard-response,34,null,88982,prz5p18pff9,easy,pony,900,b,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,35,2.1.0,90984,prz5p18pff9,easy,pony,null,null,<p>Fluffy is angered. Make sure to focus!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,36,2.1.0,91025,prz5p18pff9,easy,pony,39,NA,<p><strong>TEST BLOCK 1 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,37,2.1.0,91526,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,38,2.1.0,92027,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,39,2.1.0,96674,prz5p18pff9,easy,pony,2644,b,stimuli/experiment1a/high_B_110.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,40,2.1.0,97177,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,41,2.1.0,97680,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,42,2.1.0,100333,prz5p18pff9,easy,pony,649,b,stimuli/experiment1a/high_B_111.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,43,2.1.0,100836,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,44,2.1.0,101338,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,45,2.1.0,103867,prz5p18pff9,easy,pony,527,a,stimuli/experiment1a/high_A_000.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,46,2.1.0,104368,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,47,2.1.0,104870,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,48,2.1.0,107680,prz5p18pff9,easy,pony,807,b,stimuli/experiment1a/high_B_101.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,49,2.1.0,108182,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,50,2.1.0,108684,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,51,2.1.0,111678,prz5p18pff9,easy,pony,990,b,stimuli/experiment1a/high_A_000.png,high,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,52,2.1.0,112179,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,53,2.1.0,114542,prz5p18pff9,easy,pony,361,a,stimuli/experiment1a/high_A_000.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,54,2.1.0,115044,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,55,2.1.0,115547,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,56,2.1.0,118053,prz5p18pff9,easy,pony,502,b,stimuli/experiment1a/high_B_111.png,high,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,57,2.1.0,118556,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,58,2.1.0,119057,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,59,2.1.0,123322,prz5p18pff9,easy,pony,2261,b,stimuli/experiment1a/high_A_001.png,high,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,60,2.1.0,123825,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,61,2.1.0,125993,prz5p18pff9,easy,pony,166,a,stimuli/experiment1a/high_A_001.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,62,2.1.0,126496,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,63,2.1.0,126998,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,64,2.1.0,129526,prz5p18pff9,easy,pony,527,b,stimuli/experiment1a/high_A_010.png,high,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,65,2.1.0,130029,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,categorize-image,66,2.1.0,132257,prz5p18pff9,easy,pony,225,a,stimuli/experiment1a/high_A_010.png,high,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,image-keyboard-response,67,null,134166,prz5p18pff9,easy,pony,1907,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,68,2.1.0,136168,prz5p18pff9,easy,pony,null,null,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,69,2.1.0,138869,prz5p18pff9,easy,pony,2700,a,<p><strong>TEST BLOCK 2 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
NA,NA,NA,NA,NA,html-keyboard-response,70,2.1.0,139370,prz5p18pff9,easy,pony,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/prz5p18pff9_1772141000731.csv
